"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"1",3.89333108781272,4.73359907649178,6.26375414126337,5.38036456259923,3.73414084251401,2.19198900078183,3.01705287685916,3.69823124244134,6.24658953530487,5.61875526790772,3.35084411605654,3.91125148876527,3.62573530383676,2.56610387197199,4.64553514503089,4.3094959197927,4.56141772906906,5.3841350405485,4.0875129738576,5.11512841009665,3.47098977653791,4.80069609411686,2.80086986379792,4.83356543946825,3.21169615835097,4.48875823754361,4.76988778971587,2.93205905546316,4.30687583647176,2.34017766868887,5.54742778785251,2.36269495131897,3.41140330494409,3.94445197302909,4.50337235530717,3.70110868852053,6.40208508789769,3.51647255363371,3.47516631380828,3.80167741043683,3.4427978047973,5.19712286347747,3.64912022557015,4.44941067935256,2.19184434413761,3.93836217047398,5.28079973831699,3.37059611158584,3.67104713753686,3.23499645608527,2.64054034645192,4.04794549980723,3.67033980044803,4.45356955020301,3.0147887530255,2.80775503198058,3.10490509935874,3.39385548263385,6.4099546795672,3.85970553047672,3.89503566319028,2.42966215236461,4.14439779761149,6.58059720653199,5.1908595868221,5.08921335720671,4.24837818748868,3.84341277828698,2.39505879383026,3.12568729220418,3.01883281121264,4.08511649564728,5.87178027045971,2.7412095032724,3.99898206856197,4.60152238270326,3.83191098817906,3.30978303578665,5.31941972077104,4.27240931938667,2.95824014706949,2.87196153875992,3.89587380011256,4.66231182059901,4.1428949705331,3.21830477053137,4.85299349572442,4.98081136162918,4.01475308775137,4.99685356219655,4.19955252297409,2.92234625791533,4.20544441975555,3.3793308740585,2.89229679588987,3.64767005122392,4.15481131258059,3.83583145114843,4.42992159740423,4.64222303521093
"2",4.84532833831911,4.33675878568724,5.21245555097668,4.37549758129773,5.23910263410038,3.53508044522005,4.37250001473828,3.24697072666256,4.30342602769046,4.39992199840368,5.43603963901905,3.31459646953096,3.27532194291664,4.41640123987283,4.26986092799759,4.92843959123545,3.19055488173422,4.28023051446789,6.21081073313636,4.9892239142221,4.33190353681027,3.96415921744155,5.1627579074029,5.88969271942199,3.36987940114004,3.63802908803696,2.5451993222571,4.27146925848468,2.94544901703336,4.5485442829446,4.88574019110713,3.32845971554855,5.92630494041304,4.22052504733528,3.2791323727725,3.33442941654212,5.73796978699344,5.2081180050178,3.58863817748367,4.17276163653444,3.63685772954169,4.86641781217923,4.76253207294581,5.21484056729339,4.56542794588729,4.37433158825423,3.20033501434632,2.73633078324687,4.34312949581494,5.39971975742578,4.11770954834584,5.21967020554941,4.48333539572823,5.5309950446925,2.81735274362752,2.30442475592211,2.40122594921174,3.21243593105504,4.32427384371884,3.55893797646015,3.3861041282134,3.84126186176907,3.47488221127894,3.42821320255189,4.88466150311365,1.81162519287296,2.22338245394347,2.57107668581485,5.01082208894683,3.9395964391178,4.24606256021271,4.55199872899067,4.46550821993737,4.27009626896649,4.05724432525271,5.29738968009785,4.15188968058904,4.81545689701807,2.91858180998932,3.61999369845817,4.4636734072352,3.39463524241966,5.21343337295898,4.02376791282058,2.38775195123999,4.88769083306815,3.91592839915812,3.98947908900113,4.52651462751817,3.51345115917559,5.58230716021346,3.41911249703394,3.79488051565309,3.25856890552607,4.9181808546265,4.05404434855335,5.43205848375865,1.26102460538979,3.77418828781726,3.71459020201678
"3",4.43306898248708,5.42986859136613,5.55704532706007,3.81364286620705,4.3100024263693,5.68857939168606,4.3169836296866,3.75018434873442,3.98239263107797,1.49544004472406,5.35515543305748,4.54246321357428,4.34269578068408,6.01961735082592,4.43341054464463,3.12179627325908,2.57307184118676,3.95605976553326,4.60627702721405,3.27914092851571,4.72829247586334,2.8236305173636,4.17974189049118,4.39352488306909,3.70938051358522,4.52564025715863,4.03420040470509,2.85802609178386,4.13857614680405,4.47502809061455,6.53113834821646,3.07609953637802,2.62796231510515,3.3777542933888,2.66669280146905,3.98324597890952,4.51517753305415,6.73575438748513,3.95532682667853,4.21982663821564,4.04071028721678,4.21148051403873,5.15449539909324,5.04406968247431,4.88719246382444,4.46448317041218,3.92798027573119,4.9001164672818,2.70045413013414,4.20722532745948,2.31909057901696,5.01763048167048,3.89466581380121,4.47145688395524,4.97197922820435,4.65045259151248,3.15759474065452,4.24062391802711,5.84609003137167,2.49984757751832,4.84984916277107,5.20634472072888,4.55461575763535,4.0960236883049,2.88406669650208,3.95563300527811,2.45644360742053,5.13886669525165,4.47861818897086,5.5533727623038,2.62782785225735,2.79404415549791,4.03248993683531,5.08432649371298,3.60141135895057,3.70979345125352,2.00706542179064,3.62585274639304,3.20319731303137,3.25789574584596,4.46225166102486,3.62977573352902,4.82340650042273,3.98147080653165,4.8732026781936,2.92317805293126,4.39336681569852,5.66916494976211,4.2946822942464,3.3642419213119,4.15686599349363,2.22119135363728,4.21923755757143,3.15334491942506,5.74056641755198,4.04799841012492,3.90092505785372,5.69653219683686,4.01917372933964,4.61632798319068
"4",4.30097455735302,4.40594971813231,5.15765149487258,3.48521829368053,2.11894349996154,3.57284855936815,4.19097236646503,4.56400244860119,2.71289499366268,6.40631730629663,3.9146893441756,3.09502622608611,4.24342125268607,3.74190816321875,3.43995172224757,3.44334763469643,3.87806346209482,3.89467390920375,4.55269748371909,4.68739268669594,3.25339947867683,4.51939206625177,5.55857930147062,2.52732660219502,4.54669529859433,5.52719368845653,3.59027232634436,2.52900215587256,4.43553387869578,3.90957964945939,4.49694620213829,3.21959118167099,1.63512799808564,3.49110197715058,5.42296483426327,4.49081993031066,3.64220643390975,4.63590459746396,2.84915249428741,4.52342695027863,4.16278241393384,3.28854258901231,3.63391274874308,4.8739334393686,2.68326600149817,3.17527229743342,4.01437254203192,4.22457647522328,3.19840876029099,4.67071138175858,4.46403503009441,3.40763299011116,4.10397030635935,3.75059336760581,3.76779944230504,4.87974774781649,3.85631214212756,5.61165837624429,3.97066033911851,6.0582517805282,3.60026374658031,6.060088988324,4.07025061126645,3.39224318165313,4.05943127089841,6.33200085622147,4.84658875157447,3.15683242410252,3.0819338219243,4.43614309789766,4.00251159301423,3.66326410247122,4.32823222163525,4.16254669572015,4.63778975149135,3.36685651597385,1.83376728687933,3.82099877237879,4.80563763854995,2.93238230524365,1.90699772307024,3.86067581784289,2.47896536942935,3.68815475718881,4.46962104693016,2.68310111826397,2.86070709284218,2.94095954192855,3.81025425385069,3.24443335716157,3.12398950775601,5.21385261463244,3.96915650170569,3.61731345420084,2.78025541664214,5.14564874206302,5.50155509822018,3.72862828568023,3.94227045794898,4.16352643647279
"5",4.19393403226662,3.85706831412365,4.44016388887506,4.27736084654197,4.15361391394812,4.62470444321849,3.13270070039705,3.212277929889,4.9627973998022,2.7556735605875,2.8990430767685,5.07770125891065,5.05751548313808,4.39224339838906,2.085790172737,5.10169647672825,4.13039806005549,4.16883746482311,4.48624564643761,2.76270989090081,3.70519091999159,3.62257275289542,5.42497656510093,3.46423226064113,2.64197643868623,5.23660505014436,2.44609864730159,5.74520272323343,3.26319506504562,2.97184205375643,4.16642756104495,3.6113028096124,3.0132804048623,3.0224550757033,3.81728964755499,4.02747695360479,4.77061429391713,3.75138876600538,2.88352721835236,3.80580641959661,4.13642553202057,1.36656097918632,5.25245360762586,5.33755944987251,3.46322636327501,1.86972225696052,3.82223686850487,6.20042363736795,4.36017133268719,3.46790074068893,4.83502349058705,5.88737012034845,3.79845579573989,4.40681822766647,4.32047735645438,3.87950637051483,5.38997816852531,3.38779138268061,4.72095039425209,3.47414038925825,2.77207380540093,3.52561722114917,4.56012835292438,2.38877610584033,3.2028882278536,3.42187812998743,3.10902264824123,3.21660027490373,4.71688033638203,4.3890308281706,3.64123832927486,3.63715096590998,4.18321224879019,4.40726213208502,3.88219730201167,2.79129446855479,3.33354049714415,3.57424925282902,4.92747777419927,4.93845534277802,3.65524748098741,4.90781056099002,3.99803014557325,3.78549821897929,4.12859132271177,4.9249987878931,4.16577324641537,2.68748075243179,4.26264846187231,3.73137458542267,5.68458404327233,3.47588476090015,4.4335198382511,3.94923268903259,3.64999209405188,4.01435296285152,3.58886611397847,3.08091442919665,4.3976230271501,3.72408336799176
"6",6.20816824092546,4.24040343840804,2.9384688604155,5.07796805229824,4.59934568642961,5.37638502409029,2.60988034151111,4.24966232173666,2.89108276008687,3.21454088510794,2.47692485603613,3.72778043273685,5.57472453506496,3.63600741862645,3.94678132154842,4.31655652705018,3.46336247364346,2.34722662733759,3.28381126043963,3.39807730659342,3.58274437294744,3.62986599935992,4.39164159625408,5.3895288090463,3.28218760714164,4.16861355975067,4.45986398249215,3.54241541780329,2.09772425240027,5.12776563933656,3.72096424717807,3.65838133429229,4.55056767123899,0.813122838870027,4.16519093838522,4.92670268257842,3.25045971630275,3.52029448451043,5.69827644144165,4.15690793644362,3.63993495639909,4.73819736181695,4.43957297157601,3.06391773756841,4.23626060111768,4.03897242945623,3.58892011816319,4.00055616181792,3.52112880086738,3.51679294171846,4.38559525592217,1.31469033410445,3.62481350387528,5.3273684008926,3.97110060212923,2.39709735747704,5.17532279095374,2.33140526957243,3.8139112541658,4.5530735867832,3.43211726991881,5.70627841024443,4.2459863041916,5.62437934134028,2.94020162279076,3.71064746032267,3.90836162747903,4.4386363511562,4.35845894942335,4.87502171889448,4.52345738363589,3.42903000569937,2.54308928123279,3.23017516195667,3.16105292987747,5.06267398342998,2.22581968509107,3.29890087519886,1.93453515575452,3.03025906902311,5.21487494444574,5.1245851670035,3.80010601925021,4.75093776115481,3.98163056779357,3.92908197434321,4.71959411536239,3.87198680317647,3.31162701061855,3.1380067375715,3.63756461319155,5.03176430795651,4.94125235283398,3.6394865415959,4.58364896883838,3.24181425256996,3.15221183238201,3.81870442531734,3.31573725502678,3.09423406590173
"7",5.7336916966644,5.49414992603278,2.21272006550782,2.75594820209107,5.62426597543331,2.3463773486441,4.22485740059256,3.56974663063475,6.29032896052996,3.47859125484514,5.83572349553956,5.00626217190227,3.59791792090185,5.22564594248485,5.36376286220021,3.0914622883317,5.1004236220871,5.82817561841654,4.6499937054566,4.92062964463734,4.75336449511515,5.03995167665301,3.1314347523465,3.0705516697427,2.65113283467742,3.37313936466184,2.7748191585303,4.44592754112494,4.46652784331539,4.84072600455235,1.93137557995783,4.70579815595466,3.1550070614431,3.44145192941767,1.24337789351979,3.48502335782911,3.68017186149377,4.12570560180123,3.9084941501863,3.63744236666455,3.90522537374062,2.89774721123668,3.00023614925568,3.3638332712039,4.21660413579858,3.86180434602267,4.72132534782626,2.86437699762598,3.31937113022205,3.80847033429874,4.68193157198611,4.76142361442161,3.22066762788295,2.99900334682145,4.84490794038678,5.05253249372455,3.14486160187614,1.50852978385846,3.98814008364915,4.41330414165473,3.58491543583413,4.06652715441426,2.2223324233355,3.96113102389053,1.69045502895362,3.09551283241004,5.13082055026566,3.42512906623801,2.56424713042287,2.84404657384269,4.07559537908663,3.06801103533678,2.86102460525316,5.66725412237605,4.538654133509,4.45491245418477,4.69806133483055,4.41677404982933,5.49592326450685,4.72897684055923,3.82183120791002,6.26355528728895,3.47952473690093,5.40312668736394,3.83155314204734,4.37976439602552,3.94475760088188,4.18481163354556,3.80640707373317,3.45638679799029,3.92347627478686,3.96048279933572,5.47009341642874,2.22948534169888,4.16912144606701,4.81166214130796,5.82420953518404,4.59055483128896,2.22257219942835,4.8225135450302
"8",5.19927219443479,4.24764092669443,3.8082921253344,3.37079715989482,5.07510634282607,3.86188223437117,3.00792354821471,4.53196610876788,5.46670931892359,3.47480987521539,3.09934936408296,4.22757196677538,3.94334170597554,4.1722911581951,2.38085554427501,2.83142900962855,4.57235555932849,4.06563934911388,4.08809416580332,5.12705034309479,3.5538942711568,2.95676116883353,3.93164244766507,4.50819852059949,4.44213838258906,4.08088875606999,5.1889691814099,3.43176080747525,4.66492354822248,3.86027715370983,3.15914759079435,3.71945258701576,5.05255916932833,4.99101804446462,2.62002750853107,4.92654647458472,3.14155130941886,3.92773137322705,3.20558243997977,6.73791207948779,3.75413263697984,4.16853377680751,3.292394005039,4.32594987366674,4.50333856434731,4.1141109833281,4.79177820678246,4.58267953943134,5.33280556462899,4.95011891294705,2.97671186665686,4.62685293231267,3.06477963550084,2.5878729822554,4.72499802464879,3.98621144366532,2.13031759014906,2.55768102994824,3.65761866324309,2.69121024533751,4.32648163639109,2.52383407128576,4.82845854738493,4.13187503010857,3.58938500248408,4.43445941905818,4.15981963966864,3.59184675356399,4.26900696512829,4.29346760274844,3.57011279541256,3.29934809804421,4.03174610619819,5.08982751564588,2.87081186015064,4.4718691838465,6.44089266692559,3.16915849804023,6.17710744493143,5.54800445348701,4.06432639551068,3.78577794763346,4.11369130198576,4.48118574014054,2.2661348541125,3.30113042151217,3.37647170225711,4.71197833941373,2.18499822893196,3.81122084726295,4.23775801786464,3.96178317331698,3.76556929229622,4.32203784084287,4.92744465398507,3.8419816236601,5.00975911992489,4.75491751968662,3.55696482122993,5.03022668230337
"9",5.40827077068227,5.97562602362992,1.9638022017082,4.52594390883419,2.70982587926331,4.9402297088463,3.83626259250535,4.25388355298651,3.6860019743331,4.58583916844233,5.03387770232934,3.35586467637855,4.82547183655583,2.33329815148144,5.82490413045646,3.81416633883879,4.08433255423347,4.66340450025822,4.21922945964354,6.11087062977964,4.21018215020942,1.74853171087146,5.11210645143152,4.35048458846165,3.09609361153309,3.56434056391293,3.59578784947767,1.68163944477749,4.32635131400076,3.26495546075544,4.28328913306713,3.67963441962527,3.77394721784501,3.96665038087085,4.99194375555302,5.30454007616695,5.93269394371812,4.91038804990237,3.82917159068924,5.69580465319428,5.44342598900283,4.20181860787237,3.34713151251498,3.32248060561259,6.42006694597911,3.26886724087106,4.99421615972185,2.03295715070051,2.71248414870047,5.05566434568794,3.64885108365145,5.73128405758354,5.40071093953233,2.53852830851664,3.76091706300183,2.7819615056751,2.33931350018604,2.91667369889374,3.85591978461975,5.00726878291382,4.22221996899344,5.81586232452188,5.85657352457224,3.35881930307569,2.94533711146052,4.24817275012587,4.30438988149987,4.56104920146364,3.69078115261796,5.70570679204132,5.25069376066467,3.35180878169346,2.61581452654262,3.06536319504267,2.26467039056777,2.63947559802733,4.61333426575376,3.54552732411147,5.65043748631654,3.80788754282307,2.73863702607658,3.95191451054658,5.00167551179424,4.25917935168084,4.68524222629774,2.73037330458483,5.13010656619109,3.74280797654674,5.25957663950422,2.85834511334508,5.82303634566117,5.23362412131792,4.55327619514463,4.21049962655032,3.33031512244088,6.03098584624296,3.43495729094989,3.43468881986134,4.85806281325852,4.06015582643866
"10",4.5718087226954,5.33495609228013,5.20582168689853,4.65287126995692,3.35988512969902,5.0624741057451,3.9050698064471,4.39964990695078,5.60413873940549,5.16113182293831,4.39747461138792,4.10960742620544,3.64505380309838,2.03518371872568,3.590763849546,3.84630519464527,4.28929367474422,4.12616639462501,3.25372687581902,4.96467387786037,2.69842670799152,3.51662597984109,4.66254525768432,3.63702275817164,4.316348822799,3.56845530192801,3.90752072275113,1.47728573004094,3.38099295349249,3.99575187053147,3.74497500722118,3.86533347360641,4.58021654917034,5.08488412138457,4.36784224998763,3.98396959479177,5.64400622723925,4.18910539352651,2.91187164298478,4.61480233137449,5.15667321682584,5.34268381075626,3.21148322421462,4.50278634568952,3.13069144866096,2.70796997827857,4.28416237168607,2.84687190217688,4.3594414678117,3.60703495789234,3.85502283644316,4.71322538723153,4.88503261576678,3.83809917159596,3.23530642325984,2.08162502983019,3.60641969349733,4.31623038655638,3.99878196218226,5.6684758596625,4.01578929546537,4.28653679362618,3.68110834530613,4.11121078569802,2.88980855964985,2.7939545580822,6.21566460930388,4.37259569866161,6.22213157895975,4.20687412168998,4.28419063536565,2.88464672353665,4.7304838088329,4.19151480821237,2.0624415913436,6.02584359776478,3.90988826442457,3.00680392501419,4.79122274053388,3.30905998530096,2.71680027204772,5.0508054641919,4.56462079608219,5.58358073837585,4.63193622077122,5.99921278567872,3.99736010530496,2.61238758645314,4.31861101407759,4.75147434074925,5.18631052667399,4.30027139489596,4.57223066601725,3.13531814271345,4.59434376449446,4.18424455637436,4.5528592759339,4.03706580924707,3.85767539652758,4.83283836181908
